epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.038408550604796,0.051153846153846154,3.011489350245549,0.05730769230769231,0.001
2,3.0093300396356826,0.06230769230769231,3.013186380679791,0.06173076923076923,0.001
3,3.000740292867025,0.06326923076923077,2.9978070809290958,0.07057692307692308,0.001
4,2.98580634704003,0.07115384615384615,2.99425283065209,0.06807692307692308,0.001
5,2.977420242505196,0.07217948717948718,3.0007698880709133,0.06596153846153846,0.001
6,2.9691568117875318,0.07955128205128205,2.993009910583496,0.07153846153846154,0.001
7,2.960577965760842,0.08442307692307692,2.9951927735255315,0.07557692307692308,0.001
8,2.9556362709632285,0.08166666666666667,2.9957118995373064,0.07480769230769231,0.001
9,2.9466062127626858,0.085,3.044656799022968,0.05826923076923077,0.001
10,2.940643078486125,0.08762820512820513,2.9874122238159178,0.08038461538461539,0.001
11,2.936553596349863,0.08801282051282051,3.0052920326819788,0.06538461538461539,0.001
12,2.930283819100796,0.09121794871794872,2.9946526982234074,0.08,0.001
13,2.925187009909214,0.09442307692307693,2.9753199768066407,0.08442307692307692,0.001
14,2.9242210273253613,0.09256410256410257,3.002852913783147,0.07384615384615385,0.001
15,2.9177198793949226,0.09525641025641025,2.9752216881972093,0.08326923076923078,0.001
16,2.9142871414086757,0.09955128205128205,2.9922635533259467,0.08096153846153846,0.001
17,2.910021696824294,0.10025641025641026,2.9966550812354456,0.08019230769230769,0.001
18,2.9031351933112512,0.09974358974358974,3.004458409822904,0.08153846153846153,0.001
19,2.9028350304334594,0.10532051282051282,3.003666187433096,0.07442307692307693,0.001
20,2.896028766876612,0.1064102564102564,2.9999954399695765,0.07576923076923077,0.001
21,2.8933126217279677,0.10506410256410256,3.017933990771954,0.07615384615384616,0.001
22,2.893249182823377,0.10551282051282052,2.9923736990415133,0.08115384615384616,0.001
23,2.8904713202745485,0.10358974358974359,2.9984979761563815,0.07384615384615385,0.001
24,2.8872582682585106,0.10814102564102564,2.9942145780416634,0.07788461538461539,0.001
25,2.883151314808772,0.10794871794871795,3.005683089036208,0.0751923076923077,0.001
26,2.8786051180423833,0.10724358974358975,3.003624638777513,0.07326923076923077,0.001
27,2.879410058779594,0.10846153846153846,2.986097792845506,0.07961538461538462,0.001
28,2.875929878430489,0.10897435897435898,3.001896743774414,0.07442307692307693,0.001
29,2.872762792293842,0.1133974358974359,2.9962388962965747,0.08211538461538462,0.001
30,2.875682458143968,0.11551282051282051,3.0048787923959583,0.08,0.001
