epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.008458526073358,0.04525641025641026,3.0025711976564846,0.05346153846153846,0.0005
2,2.9978140823657697,0.050833333333333335,3.001287199167105,0.04865384615384615,0.0005
3,2.991655370027591,0.057435897435897436,3.004156828660231,0.05134615384615385,0.0005
4,2.9877708799411087,0.059807692307692305,3.0072427008702203,0.05480769230769231,0.0005
5,2.9835244298592594,0.06435897435897436,3.008318072098952,0.05576923076923077,0.0005
6,2.979226601184943,0.06519230769230769,3.0153608498206506,0.05096153846153846,0.0005
7,2.976767304004767,0.06717948717948719,3.016252084145179,0.052307692307692305,0.0005
8,2.9717184458023462,0.06987179487179487,3.0187880494044377,0.054038461538461535,0.0005
9,2.9665502506647354,0.07378205128205129,3.025630218799298,0.0525,0.0005
10,2.9644531775743532,0.07615384615384616,3.030768374663133,0.05019230769230769,0.0005
11,2.9576776061913908,0.07826923076923077,3.0390397101182205,0.055384615384615386,0.0005
12,2.9548094311738624,0.08076923076923077,3.041707164324247,0.05153846153846154,0.0005
13,2.9480948599790917,0.08019230769230769,3.0463196028195894,0.055384615384615386,0.0005
14,2.943663265766242,0.085,3.0550683659773608,0.051153846153846154,0.0005
15,2.939646993783804,0.0858974358974359,3.0662848678001993,0.058653846153846154,0.0005
16,2.9344414119231397,0.09,3.0702012891035815,0.05307692307692308,0.0005
17,2.9273264007079294,0.08942307692307692,3.0752162368480978,0.05269230769230769,0.0005
18,2.9234500584235557,0.08987179487179488,3.0820369214278003,0.055,0.0005
19,2.9167737537775285,0.0917948717948718,3.0889158351604755,0.056346153846153844,0.0005
20,2.9091284482907027,0.09532051282051282,3.1017804960104134,0.05730769230769231,0.0005
21,2.9044207078982622,0.09762820512820512,3.110526785483727,0.0525,0.0005
22,2.897276246731098,0.1,3.1237366566291223,0.050576923076923075,0.0005
23,2.888353778154422,0.10442307692307692,3.1313514944223257,0.05576923076923077,0.0005
24,2.8842314040355195,0.10346153846153847,3.143603967519907,0.05346153846153846,0.0005
25,2.876872377884694,0.10576923076923077,3.1445283368917614,0.0575,0.0005
26,2.8669021107600288,0.10814102564102564,3.1369308016850397,0.052884615384615384,0.0005
27,2.8604972673073794,0.11096153846153846,3.1680367418435904,0.04961538461538462,0.0005
28,2.8504026865347836,0.11474358974358974,3.1819121426802415,0.05673076923076923,0.0005
29,2.845506424537072,0.11679487179487179,3.1718619060516358,0.05557692307692308,0.0005
30,2.831957670113979,0.12006410256410256,3.212418832045335,0.05211538461538461,0.0005
